area_code,ca_name,date_code,value_percent,distance_to_nearest_green_or_blue_space,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity
S12000005,Clackmannanshire,2017,81,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000005,Clackmannanshire,2015,66,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000005,Clackmannanshire,2015,59,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000005,Clackmannanshire,2016,63,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000005,Clackmannanshire,2016,1,Don't Know,All,Male,All,All,All,All,All
S12000005,Clackmannanshire,2016,1,Don't Know,All,All,All,All,All,Adults,All
S12000005,Clackmannanshire,2016,0,Don't Know,All,Female,All,All,All,All,All
S12000005,Clackmannanshire,2016,1,Don't Know,All,All,All,All,All,With Children,All
S12000005,Clackmannanshire,2017,75,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000005,Clackmannanshire,2019,81,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000005,Clackmannanshire,2017,75,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000005,Clackmannanshire,2013,71,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000005,Clackmannanshire,2013,68,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000005,Clackmannanshire,2013,62,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000005,Clackmannanshire,2014,84,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000005,Clackmannanshire,2014,1,Don't Know,All,All,All,All,All,Adults,All
S12000005,Clackmannanshire,2014,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000005,Clackmannanshire,2014,1,Don't Know,All,Male,All,All,All,All,All
S12000005,Clackmannanshire,2015,1,Don't Know,All,All,All,All,All,Adults,All
S12000005,Clackmannanshire,2015,1,Don't Know,All,Male,All,All,All,All,All
S12000005,Clackmannanshire,2014,0,Don't Know,All,All,All,All,All,All,All
S12000005,Clackmannanshire,2013,1,Don't Know,All,Female,All,All,All,All,All
S12000005,Clackmannanshire,2015,1,Don't Know,All,All,All,All,All,All,All
S12000005,Clackmannanshire,2018,0,Don't Know,35-64 years,All,All,All,All,All,All
S12000005,Clackmannanshire,2018,3,Don't Know,65 years and over,All,All,All,All,All,All
S12000005,Clackmannanshire,2016,2,Don't Know,16-34 years,All,All,All,All,All,All
S12000005,Clackmannanshire,2013,2,Don't Know,All,All,All,All,All,Pensioners,All
S12000005,Clackmannanshire,2017,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000005,Clackmannanshire,2013,1,Don't Know,All,All,All,All,All,All,All
S12000005,Clackmannanshire,2019,75,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000005,Clackmannanshire,2019,79,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000005,Clackmannanshire,2019,0,Don't Know,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2019,5,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2015,9,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2013,0,Don't Know,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2015,24,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2017,0,Don't Know,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2013,7,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2013,19,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2014,83,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2017,12,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2016,2,Don't Know,All,All,All,20% most deprived,All,All,All
S12000005,Clackmannanshire,2019,8,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000005,Clackmannanshire,2013,1,Don't Know,All,All,All,20% most deprived,All,All,All
S12000005,Clackmannanshire,2018,3,Don't Know,All,All,All,20% most deprived,All,All,All
S12000005,Clackmannanshire,2014,1,Don't Know,All,All,All,20% most deprived,All,All,All
S12000005,Clackmannanshire,2015,3,Don't Know,All,All,All,20% most deprived,All,All,All
S12000005,Clackmannanshire,2014,29,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000005,Clackmannanshire,2013,25,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000005,Clackmannanshire,2017,1,Don't Know,All,All,All,20% most deprived,All,All,All
S12000005,Clackmannanshire,2019,23,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000005,Clackmannanshire,2015,70,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000005,Clackmannanshire,2016,22,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2019,13,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2018,13,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2018,0,Don't Know,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2016,5,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2015,70,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000005,Clackmannanshire,2015,73,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000005,Clackmannanshire,2015,68,A 5 minute walk or less,All,All,All,All,All,All,All
S12000005,Clackmannanshire,2016,73,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2014,2,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2017,79,A 5 minute walk or less,All,All,All,All,All,All,All
S12000005,Clackmannanshire,2015,70,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000005,Clackmannanshire,2013,73,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000005,Clackmannanshire,2014,0,Don't Know,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2016,0,Don't Know,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2016,7,An 11 minute walk or more,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2014,19,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2018,16,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2015,8,An 11 minute walk or more,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2013,7,An 11 minute walk or more,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2018,1,Don't Know,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2017,79,A 5 minute walk or less,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2015,68,A 5 minute walk or less,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2019,78,A 5 minute walk or less,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2014,1,An 11 minute walk or more,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2019,16,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2017,0,Don't Know,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2013,1,Don't Know,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2014,79,A 5 minute walk or less,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2015,1,Don't Know,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2019,6,An 11 minute walk or more,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2018,16,An 11 minute walk or more,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2013,71,A 5 minute walk or less,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2018,68,A 5 minute walk or less,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2016,24,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2019,0,Don't Know,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2017,12,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2017,9,An 11 minute walk or more,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2015,24,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2013,21,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000005,Clackmannanshire,2016,68,A 5 minute walk or less,All,All,All,All,All,All,White
S12000006,Dumfries and Galloway,2014,2,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2019,7,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000006,Dumfries and Galloway,2015,1,Don't Know,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2019,6,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2018,1,Don't Know,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2016,1,Don't Know,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2018,9,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000006,Dumfries and Galloway,2019,5,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000006,Dumfries and Galloway,2019,3,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2019,12,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2018,5,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000006,Dumfries and Galloway,2014,2,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2018,8,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000006,Dumfries and Galloway,2018,8,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2018,9,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2017,20,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2015,5,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2017,16,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2019,0,Don't Know,All,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2019,0,Don't Know,All,Female,All,All,All,All,All
S12000006,Dumfries and Galloway,2015,4,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2017,1,Don't Know,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2015,82,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2013,11,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000006,Dumfries and Galloway,2013,11,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000006,Dumfries and Galloway,2013,8,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2019,14,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2013,6,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000006,Dumfries and Galloway,2017,6,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000006,Dumfries and Galloway,2013,94,A 5 minute walk or less,All,All,Rural,All,All,All,All
S12000006,Dumfries and Galloway,2013,12,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2014,89,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2019,0,Don't Know,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2017,18,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000006,Dumfries and Galloway,2015,5,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000006,Dumfries and Galloway,2017,15,An 11 minute walk or more,All,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2017,16,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000006,Dumfries and Galloway,2017,15,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2016,70,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2017,78,A 5 minute walk or less,All,All,Rural,All,All,All,All
S12000006,Dumfries and Galloway,2019,3,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000006,Dumfries and Galloway,2019,10,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000006,Dumfries and Galloway,2018,89,A 5 minute walk or less,All,All,Rural,All,All,All,All
S12000006,Dumfries and Galloway,2016,6,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2015,7,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2017,18,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000006,Dumfries and Galloway,2017,15,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000006,Dumfries and Galloway,2018,5,An 11 minute walk or more,All,All,Rural,All,All,All,All
S12000006,Dumfries and Galloway,2018,80,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2016,12,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2016,23,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2018,5,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000006,Dumfries and Galloway,2018,7,An 11 minute walk or more,All,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2016,4,Don't Know,All,All,All,All,All,Pensioners,All
S12000006,Dumfries and Galloway,2016,2,Don't Know,All,Female,All,All,All,All,All
S12000006,Dumfries and Galloway,2016,1,Don't Know,All,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2016,1,Don't Know,All,Male,All,All,All,All,All
S12000006,Dumfries and Galloway,2016,1,Don't Know,All,All,All,All,All,Adults,All
S12000006,Dumfries and Galloway,2015,0,Don't Know,All,Male,All,All,All,All,All
S12000006,Dumfries and Galloway,2015,0,Don't Know,All,Female,All,All,All,All,All
S12000006,Dumfries and Galloway,2015,0,Don't Know,All,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2019,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2015,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2018,0,Don't Know,All,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2017,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2016,4,Don't Know,65 years and over,All,All,All,All,All,All
S12000006,Dumfries and Galloway,2018,1,Don't Know,All,Female,All,All,All,All,All
S12000006,Dumfries and Galloway,2014,9,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2015,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000006,Dumfries and Galloway,2015,10,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2013,84,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2018,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000006,Dumfries and Galloway,2018,0,Don't Know,All,All,All,All,All,Adults,All
S12000006,Dumfries and Galloway,2019,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000006,Dumfries and Galloway,2018,8,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2019,80,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2013,4,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2014,2,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000006,Dumfries and Galloway,2015,1,Don't Know,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2015,91,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2019,83,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2017,65,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2013,6,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2016,2,Don't Know,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2018,86,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2014,8,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2018,6,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2013,8,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2019,10,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2016,13,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2016,65,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2017,23,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2019,6,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2013,86,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2015,2,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000006,Dumfries and Galloway,2014,89,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
