area_code,date_code,years_to_live,sex,age,simd_quintiles,urban_rural_classification
S16000143,2015-2017,31.09,Male,50-54 years,All,All
S16000142,2015-2017,7.41,Male,80-84 years,All,All
S16000143,2015-2017,26.53,Male,55-59 years,All,All
S16000146,2015-2017,70.45,Male,5-9 years,All,All
S16000146,2015-2017,32.9,Male,45-49 years,All,All
S16000143,2015-2017,22.57,Male,60-64 years,All,All
S12000011,1994-1996,27.64,Male,50-54 years,All,All
S16000146,2015-2017,55.77,Male,20-24 years,All,All
S16000146,2015-2017,60.5,Male,15-19 years,All,All
S16000142,2015-2017,3.25,Male,90 years,All,All
S12000033,2002-2004,23.2,Male,55-59 years,All,All
S12000010,2002-2004,74.95,Male,1-4 years,All,All
S12000033,2002-2004,27.53,Male,50-54 years,All,All
S12000011,2002-2004,16.4,Male,65-69 years,All,All
S12000035,2002-2004,23.52,Male,55-59 years,All,All
S12000041,2002-2004,4.93,Male,85-89 years,All,All
S12000035,2002-2004,41.27,Male,35-39 years,All,All
S12000035,2002-2004,55.45,Male,20-24 years,All,All
S12000034,2002-2004,71.8,Male,5-9 years,All,All
S12000035,2002-2004,60.21,Male,15-19 years,All,All
S16000146,2015-2017,28.62,Male,50-54 years,All,All
S16000146,2015-2017,65.45,Male,10-14 years,All,All
S16000143,2015-2017,68.41,Male,10-14 years,All,All
S16000146,2015-2017,50.96,Male,25-29 years,All,All
S16000146,2015-2017,41.76,Male,35-39 years,All,All
S12000019,2004-2006,5.42,Male,85-89 years,All,All
S12000019,2004-2006,28.3,Male,50-54 years,All,All
S16000143,2015-2017,44.81,Male,35-39 years,All,All
S16000143,2015-2017,40.32,Male,40-44 years,All,All
S16000143,2015-2017,77.41,Male,1-4 years,All,All
S12000026,2002-2004,16.34,Male,65-69 years,All,All
S12000026,2002-2004,4.94,Male,85-89 years,All,All
S12000045,1994-1996,3.84,Male,90 years,All,All
S12000019,2004-2006,15.94,Male,65-69 years,All,All
S12000011,1994-1996,46.53,Male,30-34 years,All,All
S16000146,2015-2017,74.39,Male,1-4 years,All,All
S12000026,2002-2004,12.49,Male,70-74 years,All,All
S16000143,2015-2017,11.43,Male,75-79 years,All,All
S12000039,2002-2004,11.15,Male,70-74 years,All,All
S12000026,2002-2004,9.47,Male,75-79 years,All,All
S12000011,2002-2004,7.65,Male,80-84 years,All,All
S12000011,2002-2004,28.72,Male,50-54 years,All,All
S12000034,2003-2005,48.23,Male,30-34 years,All,All
S12000011,2002-2004,5.2,Male,85-89 years,All,All
S12000034,2003-2005,52.89,Male,25-29 years,All,All
S12000034,2003-2005,72.13,Male,5-9 years,All,All
S12000040,2002-2004,50.08,Male,25-29 years,All,All
S12000034,2003-2005,57.43,Male,20-24 years,All,All
S12000011,2002-2004,37.99,Male,40-44 years,All,All
S12000040,2002-2004,31.27,Male,45-49 years,All,All
S12000040,2002-2004,59.68,Male,15-19 years,All,All
S12000011,2002-2004,47.48,Male,30-34 years,All,All
S12000011,2002-2004,9.98,Male,75-79 years,All,All
S12000027,2002-2004,7.18,Male,80-84 years,All,All
S12000029,2002-2004,8.78,Male,75-79 years,All,All
S12000033,2002-2004,36.54,Male,40-44 years,All,All
S12000010,2002-2004,56.23,Male,20-24 years,All,All
S12000011,2002-2004,20.35,Male,60-64 years,All,All
S12000034,2003-2005,62.25,Male,15-19 years,All,All
S12000010,2002-2004,71.05,Male,5-9 years,All,All
S12000034,2002-2004,76.3,Male,0 years,All,All
S12000034,2002-2004,75.7,Male,1-4 years,All,All
S12000034,2002-2004,61.88,Male,15-19 years,All,All
S12000033,2002-2004,5.1,Male,85-89 years,All,All
S12000033,2002-2004,32.03,Male,45-49 years,All,All
S12000034,2003-2005,76.06,Male,1-4 years,All,All
S12000033,2002-2004,9.51,Male,75-79 years,All,All
S12000035,2002-2004,27.68,Male,50-54 years,All,All
S12000034,2002-2004,66.83,Male,10-14 years,All,All
S12000035,2002-2004,74.12,Male,1-4 years,All,All
S12000006,2000-2002,28.15,Male,50-54 years,All,All
S12000034,2003-2005,38.76,Male,40-44 years,All,All
S12000010,2002-2004,66.09,Male,10-14 years,All,All
S12000034,2003-2005,43.52,Male,35-39 years,All,All
S12000041,2002-2004,3.62,Male,90 years,All,All
S12000006,2000-2002,19.67,Male,60-64 years,All,All
S12000033,2002-2004,41.09,Male,35-39 years,All,All
S12000011,2002-2004,3.25,Male,90 years,All,All
S12000040,2002-2004,40.62,Male,35-39 years,All,All
S12000028,2002-2004,55.53,Male,20-24 years,All,All
S12000026,2002-2004,19.98,Male,60-64 years,All,All
S12000028,2002-2004,70.05,Male,5-9 years,All,All
S12000028,2002-2004,50.74,Male,25-29 years,All,All
S12000028,2002-2004,65.12,Male,10-14 years,All,All
S12000029,2002-2004,73.89,Male,0 years,All,All
S12000029,2002-2004,59.24,Male,15-19 years,All,All
S12000039,2002-2004,70.47,Male,1-4 years,All,All
S12000029,2002-2004,54.4,Male,20-24 years,All,All
S12000029,2002-2004,40.37,Male,35-39 years,All,All
S12000029,2002-2004,49.69,Male,25-29 years,All,All
S12000029,2002-2004,4.76,Male,85-89 years,All,All
S12000039,2002-2004,8.88,Male,75-79 years,All,All
S12000028,2002-2004,73.96,Male,1-4 years,All,All
S12000029,2002-2004,64.22,Male,10-14 years,All,All
S12000028,2002-2004,74.42,Male,0 years,All,All
S12000039,2002-2004,14.42,Male,65-69 years,All,All
S12000029,2002-2004,44.99,Male,30-34 years,All,All
S12000039,2002-2004,17.41,Male,60-64 years,All,All
S12000026,2002-2004,6.83,Male,80-84 years,All,All
S12000026,2006-2008,57.7,Male,20-24 years,All,All
S12000023,2000-2002,65.51,Male,10-14 years,All,All
S12000047,2005-2007,47.14,Male,30-34 years,All,All
S12000038,2006-2008,9.48,Male,75-79 years,All,All
S12000047,2002-2004,46.32,Male,30-34 years,All,All
S12000041,2005-2007,56.72,Male,20-24 years,All,All
S12000006,2000-2002,16.06,Male,65-69 years,All,All
S12000005,2004-2006,19.18,Male,60-64 years,All,All
S12000013,2012-2014,5.7,Male,85-89 years,All,All
S12000013,2012-2014,42.74,Male,35-39 years,All,All
S12000041,2005-2007,52.33,Male,25-29 years,All,All
S12000006,2000-2002,7.36,Male,80-84 years,All,All
S12000026,2006-2008,43.94,Male,35-39 years,All,All
S12000006,2000-2002,74.58,Male,1-4 years,All,All
S12000019,2004-2006,6.94,Male,80-84 years,All,All
S16000143,2015-2017,8.17,Male,80-84 years,All,All
S16000142,2015-2017,4.84,Male,85-89 years,All,All
S16000143,2015-2017,58.69,Male,20-24 years,All,All
S16000143,2015-2017,35.75,Male,45-49 years,All,All
S12000030,2002-2004,7.15,Male,80-84 years,All,All
S12000028,2002-2004,36.71,Male,40-44 years,All,All
S12000028,2002-2004,19.18,Male,60-64 years,All,All
S12000026,2002-2004,56.19,Male,20-24 years,All,All
S12000028,2002-2004,9.42,Male,75-79 years,All,All
S12000011,1994-1996,23.31,Male,55-59 years,All,All
S12000019,2004-2006,9.38,Male,75-79 years,All,All
S12000019,2004-2006,4.52,Male,90 years,All,All
S16000146,2015-2017,37.22,Male,40-44 years,All,All
S12000019,2004-2006,24.16,Male,55-59 years,All,All
S16000143,2015-2017,18.67,Male,65-69 years,All,All
S12000019,2004-2006,66.28,Male,10-14 years,All,All
S16000146,2015-2017,46.44,Male,30-34 years,All,All
S12000019,2004-2006,71.19,Male,5-9 years,All,All
S16000143,2015-2017,78.26,Male,0 years,All,All
S12000028,2002-2004,15.46,Male,65-69 years,All,All
S12000030,2002-2004,71.01,Male,5-9 years,All,All
S12000030,2002-2004,61.17,Male,15-19 years,All,All
S12000038,2002-2004,34.61,Male,40-44 years,All,All
S12000038,2002-2004,39.2,Male,35-39 years,All,All
S12000039,2002-2004,6.54,Male,80-84 years,All,All
S12000028,2002-2004,12.1,Male,70-74 years,All,All
S12000029,2002-2004,6.58,Male,80-84 years,All,All
S12000039,2002-2004,70.75,Male,0 years,All,All
S12000030,2002-2004,66.05,Male,10-14 years,All,All
S12000028,2002-2004,45.97,Male,30-34 years,All,All
S12000026,2002-2004,51.71,Male,25-29 years,All,All
S12000026,2002-2004,24.23,Male,55-59 years,All,All
S12000028,2002-2004,7.09,Male,80-84 years,All,All
S12000028,2002-2004,60.15,Male,15-19 years,All,All
S12000030,2002-2004,74.91,Male,1-4 years,All,All
S12000030,2002-2004,46.82,Male,30-34 years,All,All
S12000030,2002-2004,56.26,Male,20-24 years,All,All
S12000026,2002-2004,61.12,Male,15-19 years,All,All
S12000038,2002-2004,3.46,Male,90 years,All,All
S12000033,1998-2000,73.8,Male,0 years,All,All
S12000042,2015-2017,40.7,Male,35-39 years,All,All
S12000041,2015-2017,53.73,Male,25-29 years,All,All
S12000041,2015-2017,21.91,Male,60-64 years,All,All
S12000030,1997-1999,4.52,Male,85-89 years,All,All
S12000036,2015-2017,44.17,Male,35-39 years,All,All
S12000042,2015-2017,24.22,Male,55-59 years,All,All
S12000041,2015-2017,44.4,Male,35-39 years,All,All
S12000042,2015-2017,3.59,Male,90 years,All,All
S12000006,2013-2015,73.43,Male,5-9 years,All,All
S12000036,2015-2017,34.86,Male,45-49 years,All,All
S12000041,1998-2000,55.44,Male,20-24 years,All,All
S12000005,2015-2017,72.31,Male,5-9 years,All,All
S12000030,2002-2004,5.23,Male,85-89 years,All,All
S12000030,2002-2004,28.25,Male,50-54 years,All,All
S12000006,2013-2015,77.4,Male,1-4 years,All,All
S12000005,2013-2015,21.13,Male,60-64 years,All,All
S12000042,2015-2017,28.27,Male,50-54 years,All,All
S12000033,1998-2000,73.12,Male,1-4 years,All,All
S12000041,1998-2000,50.8,Male,25-29 years,All,All
S12000033,2003-2005,74.35,Male,1-4 years,All,All
S16000143,2015-2017,15.08,Male,70-74 years,All,All
S12000034,2003-2005,7.47,Male,80-84 years,All,All
S12000048,2002-2004,20.36,Male,60-64 years,All,All
S12000039,2002-2004,29.38,Male,45-49 years,All,All
S12000039,2002-2004,21.14,Male,55-59 years,All,All
S12000048,2002-2004,3.73,Male,90 years,All,All
S16000143,2015-2017,49.64,Male,30-34 years,All,All
S12000039,2002-2004,3.53,Male,90 years,All,All
S12000048,2002-2004,5.23,Male,85-89 years,All,All
S12000041,1998-2000,46.14,Male,30-34 years,All,All
S12000041,1998-2000,74.72,Male,0 years,All,All
S12000005,2015-2017,34.52,Male,45-49 years,All,All
S12000030,1997-1999,11.62,Male,70-74 years,All,All
S12000005,2015-2017,30.02,Male,50-54 years,All,All
S12000041,2015-2017,17.96,Male,65-69 years,All,All
S12000030,1997-1999,36.22,Male,40-44 years,All,All
S12000041,2015-2017,73.47,Male,5-9 years,All,All
S12000041,2015-2017,10.99,Male,75-79 years,All,All
S12000005,2015-2017,39.06,Male,40-44 years,All,All
S16000132,2015-2017,30.81,Male,50-54 years,All,All
S16000127,2015-2017,75.07,Male,0 years,All,All
S16000127,2015-2017,5.56,Male,85-89 years,All,All
S16000128,2015-2017,48.96,Male,30-34 years,All,All
S16000128,2015-2017,8.15,Male,80-84 years,All,All
S16000132,2015-2017,44.87,Male,35-39 years,All,All
S16000132,2015-2017,35.4,Male,45-49 years,All,All
S16000128,2015-2017,30.39,Male,50-54 years,All,All
S16000138,2015-2017,23.55,Male,60-64 years,All,All
S16000127,2015-2017,4.64,Male,90 years,All,All
S16000138,2015-2017,19.34,Male,65-69 years,All,All
S16000138,2015-2017,32.33,Male,50-54 years,All,All
S16000128,2015-2017,68.42,Male,10-14 years,All,All
S16000137,2015-2017,31.87,Male,50-54 years,All,All
S16000132,2015-2017,54.39,Male,25-29 years,All,All
S16000128,2015-2017,73.35,Male,5-9 years,All,All
S16000139,2015-2017,47.9,Male,30-34 years,All,All
S16000128,2015-2017,53.76,Male,25-29 years,All,All
S16000146,2015-2017,7.04,Male,80-84 years,All,All
S12000019,2004-2006,20.01,Male,60-64 years,All,All
S12000041,2015-2017,5.74,Male,85-89 years,All,All
S12000041,2015-2017,35.13,Male,45-49 years,All,All
S12000041,2015-2017,30.58,Male,50-54 years,All,All
S12000030,1997-1999,31.63,Male,45-49 years,All,All
S12000005,2015-2017,76.67,Male,0 years,All,All
S12000036,2015-2017,30.44,Male,50-54 years,All,All
S12000033,1998-2000,64.22,Male,10-14 years,All,All
S12000030,2002-2004,23.83,Male,55-59 years,All,All
S12000041,2015-2017,8.07,Male,80-84 years,All,All
S12000036,2015-2017,48.9,Male,30-34 years,All,All
S16000128,2015-2017,77.31,Male,1-4 years,All,All
S16000138,2015-2017,15.5,Male,70-74 years,All,All
S12000041,2015-2017,49.05,Male,30-34 years,All,All
S16000128,2015-2017,14.14,Male,70-74 years,All,All
S16000146,2015-2017,5.16,Male,85-89 years,All,All
S12000036,2015-2017,26.17,Male,55-59 years,All,All
S12000036,2015-2017,39.46,Male,40-44 years,All,All
S12000033,1998-2000,59.29,Male,15-19 years,All,All
S12000041,2015-2017,68.47,Male,10-14 years,All,All
S12000041,1998-2000,60.26,Male,15-19 years,All,All
S12000033,2002-2004,7.07,Male,80-84 years,All,All
S12000035,2002-2004,65.18,Male,10-14 years,All,All
S12000023,2002-2004,20.46,Male,60-64 years,All,All
S12000048,2002-2004,61.73,Male,15-19 years,All,All
S12000034,2002-2004,33.69,Male,45-49 years,All,All
S12000027,2002-2004,4.67,Male,90 years,All,All
S12000023,2002-2004,12.98,Male,70-74 years,All,All
S12000038,2002-2004,53.1,Male,20-24 years,All,All
S12000026,2002-2004,75.27,Male,0 years,All,All
S12000035,2003-2005,28.2,Male,50-54 years,All,All
S12000028,2002-2004,23.42,Male,55-59 years,All,All
S12000029,2002-2004,73.17,Male,1-4 years,All,All
S12000027,2002-2004,4.79,Male,85-89 years,All,All
S12000048,2002-2004,66.65,Male,10-14 years,All,All
S12000035,2003-2005,60.51,Male,15-19 years,All,All
S12000034,2002-2004,20.37,Male,60-64 years,All,All
S12000030,2002-2004,51.5,Male,25-29 years,All,All
S12000034,2002-2004,16.5,Male,65-69 years,All,All
S12000028,2002-2004,41.39,Male,35-39 years,All,All
S12000028,2002-2004,32.31,Male,45-49 years,All,All
S12000029,2002-2004,35.69,Male,40-44 years,All,All
S12000029,2002-2004,31.06,Male,45-49 years,All,All
S12000027,2002-2004,9.67,Male,75-79 years,All,All
S12000038,2002-2004,67.66,Male,5-9 years,All,All
S12000029,2002-2004,14.95,Male,65-69 years,All,All
S12000029,2002-2004,11.66,Male,70-74 years,All,All
S12000038,2002-2004,30.09,Male,45-49 years,All,All
S12000006,2001-2003,51.27,Male,25-29 years,All,All
S12000029,2002-2004,26.6,Male,50-54 years,All,All
S12000029,2002-2004,69.21,Male,5-9 years,All,All
S12000038,2002-2004,57.86,Male,15-19 years,All,All
S12000030,2002-2004,32.67,Male,45-49 years,All,All
S12000030,2002-2004,42.05,Male,35-39 years,All,All
S12000038,2002-2004,48.49,Male,25-29 years,All,All
S12000038,2002-2004,62.78,Male,10-14 years,All,All
S12000023,2002-2004,38.05,Male,40-44 years,All,All
S12000030,2002-2004,75.74,Male,0 years,All,All
S12000038,2002-2004,25.75,Male,50-54 years,All,All
S12000030,2002-2004,37.38,Male,40-44 years,All,All
S12000038,2002-2004,43.69,Male,30-34 years,All,All
S12000011,2002-2004,71.75,Male,5-9 years,All,All
S12000039,2002-2004,66.61,Male,5-9 years,All,All
S12000011,2002-2004,52.11,Male,25-29 years,All,All
S12000034,2003-2005,10.18,Male,75-79 years,All,All
S12000048,2002-2004,33.59,Male,45-49 years,All,All
S12000030,2002-2004,16.02,Male,65-69 years,All,All
S12000039,2002-2004,61.65,Male,10-14 years,All,All
S12000011,2002-2004,56.88,Male,20-24 years,All,All
S12000039,2002-2004,51.96,Male,20-24 years,All,All
S12000048,2002-2004,13.06,Male,70-74 years,All,All
S12000034,2003-2005,16.93,Male,65-69 years,All,All
S12000048,2002-2004,16.59,Male,65-69 years,All,All
S12000034,2003-2005,25.03,Male,55-59 years,All,All
S12000039,2002-2004,4.88,Male,85-89 years,All,All
S12000048,2002-2004,24.56,Male,55-59 years,All,All
S12000039,2002-2004,38.26,Male,35-39 years,All,All
S12000034,2003-2005,3.82,Male,90 years,All,All
S12000039,2002-2004,42.88,Male,30-34 years,All,All
S12000040,2002-2004,4.87,Male,85-89 years,All,All
S12000033,2003-2005,55.74,Male,20-24 years,All,All
S12000039,2002-2004,33.79,Male,40-44 years,All,All
S12000030,2002-2004,3.86,Male,90 years,All,All
S12000011,2002-2004,66.79,Male,10-14 years,All,All
S12000048,2002-2004,9.94,Male,75-79 years,All,All
S12000039,2002-2004,56.68,Male,15-19 years,All,All
S12000028,2002-2004,27.79,Male,50-54 years,All,All
S12000023,2002-2004,16.54,Male,65-69 years,All,All
S12000035,2003-2005,32.58,Male,45-49 years,All,All
S12000030,2002-2004,12.49,Male,70-74 years,All,All
S12000035,2003-2005,46.3,Male,30-34 years,All,All
S12000039,2002-2004,47.43,Male,25-29 years,All,All
S12000030,2002-2004,9.53,Male,75-79 years,All,All
S12000033,2003-2005,41.39,Male,35-39 years,All,All
S12000033,2003-2005,7.28,Male,80-84 years,All,All
S12000011,2002-2004,61.82,Male,15-19 years,All,All
S12000039,2002-2004,25.05,Male,50-54 years,All,All
S12000048,2002-2004,29.05,Male,50-54 years,All,All
S12000029,2002-2004,3.97,Male,90 years,All,All
S12000048,2002-2004,7.44,Male,80-84 years,All,All
S12000034,1999-2001,51.86,Male,25-29 years,All,All
S12000033,1999-2001,69.12,Male,5-9 years,All,All
S12000026,2011-2013,18.49,Male,65-69 years,All,All
S12000006,2012-2014,7.87,Male,80-84 years,All,All
S12000033,1999-2001,54.4,Male,20-24 years,All,All
S12000034,1999-2001,66.07,Male,10-14 years,All,All
S12000034,1999-2001,71.04,Male,5-9 years,All,All
S12000034,1999-2001,75.53,Male,0 years,All,All
S12000034,1999-2001,9.51,Male,75-79 years,All,All
S12000034,1999-2001,6.8,Male,80-84 years,All,All
S12000017,2011-2013,11.05,Male,75-79 years,All,All
S12000017,2011-2013,76.82,Male,1-4 years,All,All
S12000017,2011-2013,67.98,Male,10-14 years,All,All
S12000005,2012-2014,76.37,Male,1-4 years,All,All
S12000017,2011-2013,5.68,Male,85-89 years,All,All
S12000017,2011-2013,8.13,Male,80-84 years,All,All
S12000006,2012-2014,21.97,Male,60-64 years,All,All
S12000006,2012-2014,10.75,Male,75-79 years,All,All
S12000034,1999-2001,47.21,Male,30-34 years,All,All
S12000006,2012-2014,39.99,Male,40-44 years,All,All
S12000020,2011-2013,77.81,Male,0 years,All,All
S12000034,1999-2001,74.87,Male,1-4 years,All,All
S12000017,2011-2013,58.14,Male,20-24 years,All,All
S12000020,2011-2013,77.12,Male,1-4 years,All,All
S12000048,1998-2000,55.79,Male,20-24 years,All,All
S12000028,1998-2000,59.85,Male,15-19 years,All,All
S12000028,1998-2000,69.75,Male,5-9 years,All,All
S12000017,2011-2013,39.55,Male,40-44 years,All,All
S12000020,2011-2013,63.2,Male,15-19 years,All,All
S12000034,1999-2001,56.43,Male,20-24 years,All,All
S12000017,2011-2013,53.48,Male,25-29 years,All,All
S12000017,2011-2013,62.98,Male,15-19 years,All,All
S12000048,1998-2000,60.66,Male,15-19 years,All,All
S12000034,1999-2001,61.14,Male,15-19 years,All,All
S12000005,2012-2014,77.12,Male,0 years,All,All
S12000017,2011-2013,44.25,Male,35-39 years,All,All
S12000020,2011-2013,73.12,Male,5-9 years,All,All
S12000017,2011-2013,77.56,Male,0 years,All,All
S12000017,2011-2013,30.51,Male,50-54 years,All,All
S12000017,2011-2013,48.88,Male,30-34 years,All,All
S12000028,2011-2013,77.1,Male,1-4 years,All,All
S12000021,2011-2013,4.06,Male,90 years,All,All
S12000048,1998-2000,19.45,Male,60-64 years,All,All
S12000020,2011-2013,68.12,Male,10-14 years,All,All
S12000017,2011-2013,18.07,Male,65-69 years,All,All
S12000021,2011-2013,42.61,Male,35-39 years,All,All
S12000048,1998-2000,37.11,Male,40-44 years,All,All
S12000021,2011-2013,51.95,Male,25-29 years,All,All
S12000048,1998-2000,4.92,Male,85-89 years,All,All
S12000017,2011-2013,26.23,Male,55-59 years,All,All
S12000021,2011-2013,10.52,Male,75-79 years,All,All
S12000048,1998-2000,3.7,Male,90 years,All,All
S12000027,2011-2013,22.14,Male,60-64 years,All,All
S12000013,2011-2013,52.46,Male,25-29 years,All,All
S12000028,2011-2013,77.62,Male,0 years,All,All
S12000021,2011-2013,38.27,Male,40-44 years,All,All
S12000017,2011-2013,4.2,Male,90 years,All,All
S12000017,2011-2013,72.89,Male,5-9 years,All,All
S12000021,2011-2013,5.44,Male,85-89 years,All,All
S12000021,2011-2013,29.37,Male,50-54 years,All,All
S12000021,2011-2013,16.93,Male,65-69 years,All,All
S12000013,2011-2013,5.49,Male,85-89 years,All,All
S12000048,1998-2000,46.61,Male,30-34 years,All,All
S12000048,1998-2000,41.83,Male,35-39 years,All,All
S12000013,2011-2013,77.06,Male,0 years,All,All
S12000013,2011-2013,62.06,Male,15-19 years,All,All
S12000013,2011-2013,67.06,Male,10-14 years,All,All
S12000028,1998-2000,64.82,Male,10-14 years,All,All
S12000023,1998-2000,45.14,Male,30-34 years,All,All
S12000021,2011-2013,47.16,Male,30-34 years,All,All
S12000013,2011-2013,3.95,Male,90 years,All,All
S12000013,2011-2013,72.06,Male,5-9 years,All,All
S12000021,2011-2013,33.79,Male,45-49 years,All,All
S12000023,1998-2000,50,Male,25-29 years,All,All
S12000048,1998-2000,9.18,Male,75-79 years,All,All
S12000023,1998-2000,40.53,Male,35-39 years,All,All
S12000021,2011-2013,61.52,Male,15-19 years,All,All
S12000048,1998-2000,75.25,Male,0 years,All,All
S12000048,1998-2000,27.94,Male,50-54 years,All,All
S12000021,2011-2013,13.47,Male,70-74 years,All,All
S12000040,1991-1993,16.4,Male,60-64 years,All,All
S16000124,2015-2017,13.54,Male,70-74 years,All,All
S16000147,2015-2017,14.22,Male,65-69 years,All,All
S16000124,2015-2017,24.92,Male,55-59 years,All,All
