area_code,date_code,years_to_live,sex,age,simd_quintiles,urban_rural_classification
S16000134,2014-2016,82.74,Female,0 years,All,All
S16000134,2014-2016,25.03,Female,60-64 years,All,All
S16000134,2014-2016,6.82,Female,85-89 years,All,All
S16000133,2014-2016,68.68,Female,10-14 years,All,All
S16000133,2014-2016,18.17,Female,65-69 years,All,All
S16000133,2014-2016,53.88,Female,25-29 years,All,All
S16000134,2014-2016,20.78,Female,65-69 years,All,All
S16000134,2014-2016,16.61,Female,70-74 years,All,All
S16000089,2016-2018,32.81,Female,50-54 years,All,All
S16000134,2014-2016,29.55,Female,55-59 years,All,All
S16000134,2014-2016,4.95,Female,90 years,All,All
S16000090,2016-2018,12.28,Female,75-79 years,All,All
S16000134,2014-2016,9.56,Female,80-84 years,All,All
S16000134,2014-2016,12.91,Female,75-79 years,All,All
S16000090,2016-2018,9.27,Female,80-84 years,All,All
S16000090,2016-2018,23.86,Female,60-64 years,All,All
S16000090,2016-2018,15.71,Female,70-74 years,All,All
S16000133,2014-2016,22,Female,60-64 years,All,All
S16000090,2016-2018,19.68,Female,65-69 years,All,All
S16000090,2016-2018,6.57,Female,85-89 years,All,All
S16000091,2016-2018,6.38,Female,85-89 years,All,All
S16000091,2016-2018,45.1,Female,35-39 years,All,All
S16000091,2016-2018,49.9,Female,30-34 years,All,All
S16000092,2016-2018,50.6,Female,30-34 years,All,All
S16000092,2016-2018,31.86,Female,50-54 years,All,All
S16000091,2016-2018,11.22,Female,75-79 years,All,All
S16000091,2016-2018,8.39,Female,80-84 years,All,All
S16000092,2016-2018,60.31,Female,20-24 years,All,All
S16000091,2016-2018,22.54,Female,60-64 years,All,All
S16000091,2016-2018,18.46,Female,65-69 years,All,All
S16000091,2016-2018,40.38,Female,40-44 years,All,All
S16000091,2016-2018,14.52,Female,70-74 years,All,All
S16000133,2014-2016,39.76,Female,40-44 years,All,All
S16000133,2014-2016,58.83,Female,20-24 years,All,All
S16000133,2014-2016,14.51,Female,70-74 years,All,All
S16000133,2014-2016,44.38,Female,35-39 years,All,All
S16000092,2016-2018,79.75,Female,0 years,All,All
S16000133,2014-2016,26.21,Female,55-59 years,All,All
S16000133,2014-2016,63.74,Female,15-19 years,All,All
S16000092,2016-2018,79.19,Female,1-4 years,All,All
S16000097,2016-2018,81.89,Female,0 years,All,All
S16000097,2016-2018,43.15,Female,40-44 years,All,All
S16000097,2016-2018,20.32,Female,65-69 years,All,All
S16000097,2016-2018,38.28,Female,45-49 years,All,All
S16000097,2016-2018,52.7,Female,30-34 years,All,All
S16000097,2016-2018,12.46,Female,75-79 years,All,All
S16000097,2016-2018,16.14,Female,70-74 years,All,All
S16000133,2014-2016,49.08,Female,30-34 years,All,All
S16000097,2016-2018,33.65,Female,50-54 years,All,All
S16000097,2016-2018,24.5,Female,60-64 years,All,All
S16000097,2016-2018,28.97,Female,55-59 years,All,All
S16000097,2016-2018,4.11,Female,90 years,All,All
S16000099,2016-2018,64,Female,15-19 years,All,All
S16000099,2016-2018,54.04,Female,25-29 years,All,All
S16000099,2016-2018,59,Female,20-24 years,All,All
S16000099,2016-2018,49.15,Female,30-34 years,All,All
S16000099,2016-2018,77.74,Female,1-4 years,All,All
S16000099,2016-2018,68.93,Female,10-14 years,All,All
S16000097,2016-2018,77.24,Female,5-9 years,All,All
S16000097,2016-2018,81.16,Female,1-4 years,All,All
S16000097,2016-2018,9.03,Female,80-84 years,All,All
S16000099,2016-2018,44.57,Female,35-39 years,All,All
S16000099,2016-2018,40.16,Female,40-44 years,All,All
S16000097,2016-2018,72.24,Female,10-14 years,All,All
S16000086,2016-2018,72.54,Female,10-14 years,All,All
S16000086,2016-2018,81.39,Female,1-4 years,All,All
S16000086,2016-2018,9.48,Female,80-84 years,All,All
S16000086,2016-2018,4.23,Female,90 years,All,All
S16000086,2016-2018,6.44,Female,85-89 years,All,All
S16000098,2016-2018,16.13,Female,70-74 years,All,All
S16000098,2016-2018,60.92,Female,20-24 years,All,All
S16000098,2016-2018,65.86,Female,15-19 years,All,All
S16000086,2016-2018,67.61,Female,15-19 years,All,All
S16000086,2016-2018,77.47,Female,5-9 years,All,All
S16000098,2016-2018,23.66,Female,60-64 years,All,All
S16000086,2016-2018,48.17,Female,35-39 years,All,All
S16000086,2016-2018,52.99,Female,30-34 years,All,All
S16000086,2016-2018,82.29,Female,0 years,All,All
S16000086,2016-2018,62.79,Female,20-24 years,All,All
S16000097,2016-2018,6.2,Female,85-89 years,All,All
S16000086,2016-2018,43.34,Female,40-44 years,All,All
S16000086,2016-2018,57.99,Female,25-29 years,All,All
S16000098,2016-2018,6.75,Female,85-89 years,All,All
S16000098,2016-2018,4.74,Female,90 years,All,All
S16000098,2016-2018,12.51,Female,75-79 years,All,All
S16000086,2016-2018,38.55,Female,45-49 years,All,All
S16000089,2016-2018,46.85,Female,35-39 years,All,All
S16000089,2016-2018,42.06,Female,40-44 years,All,All
S16000089,2016-2018,23.96,Female,60-64 years,All,All
S16000089,2016-2018,15.68,Female,70-74 years,All,All
S16000089,2016-2018,8.88,Female,80-84 years,All,All
S16000089,2016-2018,12.06,Female,75-79 years,All,All
S16000089,2016-2018,28.37,Female,55-59 years,All,All
S16000089,2016-2018,81.25,Female,0 years,All,All
S16000089,2016-2018,19.73,Female,65-69 years,All,All
S16000089,2016-2018,51.72,Female,30-34 years,All,All
S16000089,2016-2018,37.46,Female,45-49 years,All,All
S16000089,2016-2018,56.72,Female,25-29 years,All,All
S16000089,2016-2018,76.49,Female,5-9 years,All,All
S16000089,2016-2018,61.72,Female,20-24 years,All,All
S16000089,2016-2018,71.55,Female,10-14 years,All,All
S16000089,2016-2018,66.61,Female,15-19 years,All,All
S16000089,2016-2018,80.41,Female,1-4 years,All,All
S16000142,2014-2016,19.92,Female,65-69 years,All,All
S16000142,2014-2016,12.16,Female,75-79 years,All,All
S16000142,2014-2016,5.16,Female,90 years,All,All
S16000142,2014-2016,9.29,Female,80-84 years,All,All
S16000099,2016-2018,78.12,Female,0 years,All,All
S16000142,2014-2016,15.97,Female,70-74 years,All,All
S16000112,2014-2016,5.1,Female,90 years,All,All
S16000112,2014-2016,6.8,Female,85-89 years,All,All
S16000112,2014-2016,23.82,Female,60-64 years,All,All
S16000112,2014-2016,51.53,Female,30-34 years,All,All
S16000112,2014-2016,28.12,Female,55-59 years,All,All
S16000112,2014-2016,41.94,Female,40-44 years,All,All
S16000094,2014-2016,56.37,Female,25-29 years,All,All
S16000112,2014-2016,81.1,Female,0 years,All,All
S16000094,2014-2016,61.37,Female,20-24 years,All,All
S16000113,2014-2016,60.37,Female,20-24 years,All,All
S16000094,2014-2016,71.21,Female,10-14 years,All,All
S16000094,2014-2016,66.21,Female,15-19 years,All,All
S16000094,2014-2016,32.8,Female,50-54 years,All,All
S16000094,2014-2016,80.92,Female,0 years,All,All
S16000110,2014-2016,82.44,Female,0 years,All,All
S16000110,2014-2016,43.1,Female,40-44 years,All,All
S16000110,2014-2016,72.44,Female,10-14 years,All,All
S16000110,2014-2016,47.9,Female,35-39 years,All,All
S16000094,2014-2016,41.97,Female,40-44 years,All,All
S16000094,2014-2016,37.41,Female,45-49 years,All,All
S16000110,2014-2016,17.37,Female,70-74 years,All,All
S16000110,2014-2016,62.44,Female,20-24 years,All,All
S16000094,2014-2016,46.81,Female,35-39 years,All,All
S16000094,2014-2016,51.63,Female,30-34 years,All,All
S16000112,2014-2016,46.62,Female,35-39 years,All,All
S16000112,2014-2016,32.62,Female,50-54 years,All,All
S16000094,2014-2016,28.29,Female,55-59 years,All,All
S16000112,2014-2016,37.19,Female,45-49 years,All,All
S16000094,2014-2016,24.18,Female,60-64 years,All,All
S16000100,2014-2016,16.49,Female,70-74 years,All,All
S16000106,2016-2018,75.33,Female,5-9 years,All,All
S16000100,2014-2016,7.37,Female,85-89 years,All,All
S16000106,2016-2018,55.47,Female,25-29 years,All,All
S16000106,2016-2018,60.47,Female,20-24 years,All,All
S16000106,2016-2018,79.33,Female,1-4 years,All,All
S16000100,2014-2016,9.61,Female,80-84 years,All,All
S16000104,2016-2018,44.25,Female,40-44 years,All,All
S16000106,2016-2018,70.33,Female,10-14 years,All,All
S16000106,2016-2018,65.4,Female,15-19 years,All,All
S16000112,2014-2016,66.31,Female,15-19 years,All,All
S16000104,2016-2018,34.89,Female,50-54 years,All,All
S16000104,2016-2018,26.31,Female,60-64 years,All,All
S16000104,2016-2018,13.94,Female,75-79 years,All,All
S16000104,2016-2018,30.54,Female,55-59 years,All,All
S16000104,2016-2018,39.53,Female,45-49 years,All,All
S16000104,2016-2018,22.02,Female,65-69 years,All,All
S16000104,2016-2018,58.99,Female,25-29 years,All,All
S16000100,2014-2016,24.87,Female,60-64 years,All,All
S16000100,2014-2016,29.12,Female,55-59 years,All,All
S16000104,2016-2018,18.02,Female,70-74 years,All,All
S16000100,2014-2016,20.48,Female,65-69 years,All,All
S16000104,2016-2018,83.34,Female,0 years,All,All
S16000103,2016-2018,10.22,Female,80-84 years,All,All
S16000103,2016-2018,4.96,Female,90 years,All,All
S16000104,2016-2018,54.02,Female,30-34 years,All,All
S16000104,2016-2018,63.93,Female,20-24 years,All,All
S16000104,2016-2018,49.1,Female,35-39 years,All,All
S16000104,2016-2018,78.72,Female,5-9 years,All,All
S16000104,2016-2018,68.93,Female,15-19 years,All,All
S16000104,2016-2018,73.72,Female,10-14 years,All,All
S16000105,2016-2018,4.49,Female,90 years,All,All
S16000105,2016-2018,6.46,Female,85-89 years,All,All
S16000106,2016-2018,80.12,Female,0 years,All,All
S16000105,2016-2018,27.43,Female,55-59 years,All,All
S16000105,2016-2018,45.72,Female,35-39 years,All,All
S16000105,2016-2018,55.57,Female,25-29 years,All,All
S16000105,2016-2018,65.51,Female,15-19 years,All,All
S16000100,2014-2016,12.82,Female,75-79 years,All,All
S16000105,2016-2018,60.57,Female,20-24 years,All,All
S16000105,2016-2018,79.41,Female,1-4 years,All,All
S16000105,2016-2018,70.51,Female,10-14 years,All,All
S16000104,2016-2018,10.48,Female,80-84 years,All,All
S16000104,2016-2018,82.72,Female,1-4 years,All,All
S16000104,2016-2018,4.91,Female,90 years,All,All
S16000104,2016-2018,7.34,Female,85-89 years,All,All
S16000105,2016-2018,36.39,Female,45-49 years,All,All
S16000105,2016-2018,40.92,Female,40-44 years,All,All
S16000105,2016-2018,75.51,Female,5-9 years,All,All
S16000105,2016-2018,50.64,Female,30-34 years,All,All
S16000105,2016-2018,79.98,Female,0 years,All,All
S16000105,2016-2018,31.86,Female,50-54 years,All,All
S16000113,2014-2016,55.5,Female,25-29 years,All,All
S16000113,2014-2016,22.9,Female,60-64 years,All,All
S16000113,2014-2016,50.61,Female,30-34 years,All,All
S16000112,2014-2016,56.41,Female,25-29 years,All,All
S16000113,2014-2016,70.32,Female,10-14 years,All,All
S16000112,2014-2016,61.41,Female,20-24 years,All,All
S16000113,2014-2016,27.32,Female,55-59 years,All,All
S16000113,2014-2016,65.32,Female,15-19 years,All,All
S16000112,2014-2016,71.31,Female,10-14 years,All,All
S16000112,2014-2016,15.77,Female,70-74 years,All,All
S16000112,2014-2016,19.78,Female,65-69 years,All,All
S16000113,2014-2016,79.66,Female,0 years,All,All
S16000112,2014-2016,12.12,Female,75-79 years,All,All
S16000112,2014-2016,8.99,Female,80-84 years,All,All
S16000095,2014-2016,59.99,Female,20-24 years,All,All
S16000095,2014-2016,55.08,Female,25-29 years,All,All
S16000095,2014-2016,11.78,Female,75-79 years,All,All
S16000095,2014-2016,9.24,Female,80-84 years,All,All
S16000095,2014-2016,5.54,Female,90 years,All,All
S16000095,2014-2016,45.33,Female,35-39 years,All,All
S16000110,2014-2016,7.48,Female,85-89 years,All,All
S16000113,2014-2016,36.4,Female,45-49 years,All,All
S16000113,2014-2016,18.92,Female,65-69 years,All,All
S16000113,2014-2016,15.21,Female,70-74 years,All,All
S16000113,2014-2016,45.77,Female,35-39 years,All,All
S16000113,2014-2016,31.79,Female,50-54 years,All,All
S16000110,2014-2016,6.02,Female,90 years,All,All
S16000095,2014-2016,50.12,Female,30-34 years,All,All
S16000095,2014-2016,64.83,Female,15-19 years,All,All
S16000096,2014-2016,12.05,Female,75-79 years,All,All
S16000096,2014-2016,60.86,Female,20-24 years,All,All
S16000096,2014-2016,65.7,Female,15-19 years,All,All
S16000096,2014-2016,6.91,Female,85-89 years,All,All
S16000096,2014-2016,15.52,Female,70-74 years,All,All
S16000096,2014-2016,46.41,Female,35-39 years,All,All
S16000095,2014-2016,69.83,Female,10-14 years,All,All
S16000096,2014-2016,51.18,Female,30-34 years,All,All
S16000096,2014-2016,36.85,Female,45-49 years,All,All
S16000095,2014-2016,79.52,Female,0 years,All,All
S16000095,2014-2016,7,Female,85-89 years,All,All
S16000096,2014-2016,55.95,Female,25-29 years,All,All
S16000096,2014-2016,41.63,Female,40-44 years,All,All
S16000096,2014-2016,70.64,Female,10-14 years,All,All
S16000111,2014-2016,5.13,Female,90 years,All,All
S16000111,2014-2016,24.64,Female,60-64 years,All,All
S16000111,2014-2016,12.72,Female,75-79 years,All,All
S16000111,2014-2016,20.32,Female,65-69 years,All,All
S16000111,2014-2016,6.7,Female,85-89 years,All,All
S16000111,2014-2016,29.02,Female,55-59 years,All,All
S16000111,2014-2016,16.37,Female,70-74 years,All,All
S16000110,2014-2016,67.44,Female,15-19 years,All,All
S16000110,2014-2016,57.62,Female,25-29 years,All,All
S16000110,2014-2016,52.78,Female,30-34 years,All,All
S16000113,2014-2016,41.08,Female,40-44 years,All,All
S16000110,2014-2016,33.94,Female,50-54 years,All,All
S16000110,2014-2016,10.32,Female,80-84 years,All,All
S16000110,2014-2016,13.5,Female,75-79 years,All,All
S16000110,2014-2016,21.17,Female,65-69 years,All,All
S16000110,2014-2016,25.38,Female,60-64 years,All,All
S16000110,2014-2016,29.49,Female,55-59 years,All,All
S16000110,2014-2016,38.58,Female,45-49 years,All,All
S16000111,2014-2016,9.38,Female,80-84 years,All,All
S16000099,2016-2018,18.77,Female,65-69 years,All,All
S16000099,2016-2018,22.75,Female,60-64 years,All,All
S16000099,2016-2018,31.04,Female,50-54 years,All,All
S16000099,2016-2018,4.31,Female,90 years,All,All
S16000100,2016-2018,52.86,Female,30-34 years,All,All
S16000100,2016-2018,62.57,Female,20-24 years,All,All
S16000099,2016-2018,15.16,Female,70-74 years,All,All
S16000100,2016-2018,77.45,Female,5-9 years,All,All
S16000100,2016-2018,81.45,Female,1-4 years,All,All
S16000100,2016-2018,67.51,Female,15-19 years,All,All
S16000099,2016-2018,26.88,Female,55-59 years,All,All
S16000099,2016-2018,35.63,Female,45-49 years,All,All
S16000100,2016-2018,72.45,Female,10-14 years,All,All
S16000100,2016-2018,47.99,Female,35-39 years,All,All
S16000094,2016-2018,4.76,Female,90 years,All,All
S16000099,2016-2018,8.64,Female,80-84 years,All,All
S16000094,2016-2018,12.36,Female,75-79 years,All,All
S16000094,2016-2018,20.13,Female,65-69 years,All,All
S16000094,2016-2018,61.46,Female,20-24 years,All,All
S16000100,2016-2018,57.62,Female,25-29 years,All,All
S16000100,2016-2018,24.92,Female,60-64 years,All,All
S16000100,2016-2018,16.73,Female,70-74 years,All,All
S16000099,2016-2018,11.55,Female,75-79 years,All,All
S16000100,2016-2018,43.22,Female,40-44 years,All,All
S16000099,2016-2018,6.28,Female,85-89 years,All,All
S16000096,2016-2018,37.3,Female,45-49 years,All,All
S16000136,2014-2016,4.24,Female,90 years,All,All
S16000096,2016-2018,19.54,Female,65-69 years,All,All
S16000093,2016-2018,51.49,Female,30-34 years,All,All
S16000093,2016-2018,61.29,Female,20-24 years,All,All
S16000096,2016-2018,65.81,Female,15-19 years,All,All
S16000093,2016-2018,56.44,Female,25-29 years,All,All
S16000093,2016-2018,76.17,Female,5-9 years,All,All
S16000093,2016-2018,66.23,Female,15-19 years,All,All
S16000100,2016-2018,38.42,Female,45-49 years,All,All
S16000100,2016-2018,20.66,Female,65-69 years,All,All
S16000100,2016-2018,33.74,Female,50-54 years,All,All
S16000100,2016-2018,82.11,Female,0 years,All,All
S16000100,2016-2018,29.23,Female,55-59 years,All,All
S16000096,2016-2018,28.04,Female,55-59 years,All,All
S16000096,2016-2018,32.59,Female,50-54 years,All,All
S16000096,2016-2018,60.98,Female,20-24 years,All,All
S16000096,2016-2018,41.77,Female,40-44 years,All,All
S16000096,2016-2018,23.71,Female,60-64 years,All,All
S16000099,2014-2016,27.22,Female,55-59 years,All,All
S16000097,2014-2016,57.4,Female,25-29 years,All,All
S16000097,2014-2016,67.14,Female,15-19 years,All,All
S16000097,2014-2016,33.49,Female,50-54 years,All,All
S16000097,2014-2016,81.72,Female,0 years,All,All
S16000099,2014-2016,23.07,Female,60-64 years,All,All
S16000094,2016-2018,51.83,Female,30-34 years,All,All
S16000094,2016-2018,71.4,Female,10-14 years,All,All
S16000094,2016-2018,56.67,Female,25-29 years,All,All
S16000094,2016-2018,66.46,Female,15-19 years,All,All
S16000094,2016-2018,80.4,Female,1-4 years,All,All
S16000094,2016-2018,76.4,Female,5-9 years,All,All
S16000094,2016-2018,24.17,Female,60-64 years,All,All
S16000094,2016-2018,33.04,Female,50-54 years,All,All
S16000094,2016-2018,16.07,Female,70-74 years,All,All
S16000094,2016-2018,28.53,Female,55-59 years,All,All
S16000094,2016-2018,46.93,Female,35-39 years,All,All
S16000094,2016-2018,37.73,Female,45-49 years,All,All
S16000097,2014-2016,72.08,Female,10-14 years,All,All
S16000094,2016-2018,6.64,Female,85-89 years,All,All
S16000094,2016-2018,9.26,Female,80-84 years,All,All
S16000094,2016-2018,80.77,Female,0 years,All,All
S16000093,2016-2018,3.81,Female,90 years,All,All
S16000074,2016-2018,16.5,Female,70-74 years,All,All
S16000074,2016-2018,32.81,Female,50-54 years,All,All
S16000074,2016-2018,20.19,Female,65-69 years,All,All
S16000074,2016-2018,24.19,Female,60-64 years,All,All
S16000074,2016-2018,41.88,Female,40-44 years,All,All
S16000074,2016-2018,51.34,Female,30-34 years,All,All
S16000074,2016-2018,37.2,Female,45-49 years,All,All
S16000081,2016-2018,16.44,Female,70-74 years,All,All
S16000081,2016-2018,12.63,Female,75-79 years,All,All
S16000081,2016-2018,9.55,Female,80-84 years,All,All
S16000074,2016-2018,12.81,Female,75-79 years,All,All
S16000081,2016-2018,4.91,Female,90 years,All,All
S16000075,2016-2018,36.82,Female,45-49 years,All,All
S16000075,2016-2018,41.42,Female,40-44 years,All,All
S16000075,2016-2018,75.98,Female,5-9 years,All,All
S16000076,2016-2018,77.71,Female,5-9 years,All,All
S16000076,2016-2018,82.58,Female,0 years,All,All
S16000075,2016-2018,32.16,Female,50-54 years,All,All
S16000074,2016-2018,46.58,Female,35-39 years,All,All
S16000075,2016-2018,46.19,Female,35-39 years,All,All
S16000074,2016-2018,56.29,Female,25-29 years,All,All
S16000075,2016-2018,51.07,Female,30-34 years,All,All
S16000075,2016-2018,79.92,Female,1-4 years,All,All
S16000075,2016-2018,56.04,Female,25-29 years,All,All
S16000075,2016-2018,80.75,Female,0 years,All,All
S16000075,2016-2018,61.04,Female,20-24 years,All,All
S16000075,2016-2018,5.97,Female,85-89 years,All,All
S16000132,2014-2016,9.57,Female,80-84 years,All,All
S16000075,2016-2018,65.98,Female,15-19 years,All,All
S16000132,2014-2016,16.55,Female,70-74 years,All,All
S16000075,2016-2018,70.98,Female,10-14 years,All,All
S16000132,2014-2016,12.78,Female,75-79 years,All,All
S16000132,2014-2016,4.92,Female,90 years,All,All
S16000132,2014-2016,6.81,Female,85-89 years,All,All
S16000081,2016-2018,20.6,Female,65-69 years,All,All
S16000081,2016-2018,6.71,Female,85-89 years,All,All
S16000075,2016-2018,8.58,Female,80-84 years,All,All
S16000075,2016-2018,3.81,Female,90 years,All,All
S16000096,2016-2018,75.69,Female,5-9 years,All,All
S16000096,2016-2018,79.69,Female,1-4 years,All,All
S16000138,2014-2016,73.47,Female,10-14 years,All,All
S16000138,2014-2016,68.52,Female,15-19 years,All,All
S16000096,2016-2018,70.81,Female,10-14 years,All,All
S16000092,2016-2018,5.94,Female,85-89 years,All,All
S16000092,2016-2018,8.47,Female,80-84 years,All,All
S16000092,2016-2018,23.17,Female,60-64 years,All,All
S16000138,2014-2016,83.06,Female,0 years,All,All
S16000096,2016-2018,80.61,Female,0 years,All,All
S16000096,2016-2018,51.2,Female,30-34 years,All,All
S16000136,2014-2016,5.99,Female,85-89 years,All,All
S16000096,2016-2018,56.08,Female,25-29 years,All,All
S16000096,2016-2018,46.49,Female,35-39 years,All,All
S16000093,2016-2018,71.17,Female,10-14 years,All,All
S16000138,2014-2016,63.62,Female,20-24 years,All,All
S16000096,2016-2018,6.16,Female,85-89 years,All,All
S16000136,2014-2016,8.31,Female,80-84 years,All,All
S16000093,2016-2018,41.85,Female,40-44 years,All,All
S16000093,2016-2018,11.8,Female,75-79 years,All,All
S16000093,2016-2018,5.92,Female,85-89 years,All,All
S16000093,2016-2018,28.07,Female,55-59 years,All,All
S16000093,2016-2018,32.67,Female,50-54 years,All,All
S16000092,2016-2018,3.87,Female,90 years,All,All
S16000076,2016-2018,67.71,Female,15-19 years,All,All
S16000076,2016-2018,72.71,Female,10-14 years,All,All
S16000076,2016-2018,81.65,Female,1-4 years,All,All
S16000093,2016-2018,37.27,Female,45-49 years,All,All
S16000093,2016-2018,46.53,Female,35-39 years,All,All
S16000076,2016-2018,62.71,Female,20-24 years,All,All
S16000092,2016-2018,19.12,Female,65-69 years,All,All
S16000094,2016-2018,42.34,Female,40-44 years,All,All
S16000092,2016-2018,11.51,Female,75-79 years,All,All
S16000092,2016-2018,15.15,Female,70-74 years,All,All
S16000093,2016-2018,80.17,Female,1-4 years,All,All
S16000093,2016-2018,23.59,Female,60-64 years,All,All
S16000093,2016-2018,81.09,Female,0 years,All,All
S16000093,2016-2018,15.46,Female,70-74 years,All,All
S16000093,2016-2018,19.43,Female,65-69 years,All,All
S16000093,2016-2018,8.56,Female,80-84 years,All,All
S16000136,2016-2018,54.74,Female,25-29 years,All,All
S16000135,2016-2018,9.48,Female,80-84 years,All,All
S16000136,2016-2018,59.58,Female,20-24 years,All,All
S16000136,2016-2018,64.58,Female,15-19 years,All,All
S16000135,2016-2018,20.54,Female,65-69 years,All,All
S16000135,2016-2018,25.05,Female,60-64 years,All,All
S16000135,2016-2018,12.68,Female,75-79 years,All,All
S16000135,2016-2018,33.73,Female,50-54 years,All,All
S16000136,2016-2018,69.58,Female,10-14 years,All,All
S16000135,2016-2018,29.48,Female,55-59 years,All,All
S16000099,2014-2016,19.16,Female,65-69 years,All,All
S16000136,2016-2018,74.58,Female,5-9 years,All,All
S16000136,2016-2018,78.51,Female,1-4 years,All,All
S16000135,2016-2018,67.07,Female,15-19 years,All,All
S16000135,2016-2018,72.07,Female,10-14 years,All,All
S16000135,2016-2018,57.47,Female,25-29 years,All,All
S16000135,2016-2018,81.07,Female,1-4 years,All,All
S16000135,2016-2018,4.58,Female,90 years,All,All
S16000135,2016-2018,62.07,Female,20-24 years,All,All
S16000124,2016-2018,55.35,Female,25-29 years,All,All
S16000124,2016-2018,50.47,Female,30-34 years,All,All
S16000135,2016-2018,16.47,Female,70-74 years,All,All
S16000124,2016-2018,75.14,Female,5-9 years,All,All
S16000124,2016-2018,65.25,Female,15-19 years,All,All
S16000124,2016-2018,70.2,Female,10-14 years,All,All
S92000003,2016-2018,32.8,Female,50-54 years,All,All
S92000003,2016-2018,23.95,Female,60-64 years,All,All
S16000095,2016-2018,14.9,Female,70-74 years,All,All
S16000095,2016-2018,4.91,Female,90 years,All,All
S16000095,2016-2018,40.49,Female,40-44 years,All,All
S92000003,2016-2018,42.1,Female,40-44 years,All,All
S16000099,2014-2016,59.8,Female,20-24 years,All,All
S92000003,2016-2018,28.31,Female,55-59 years,All,All
S16000099,2014-2016,11.59,Female,75-79 years,All,All
S16000136,2016-2018,79.29,Female,0 years,All,All
S16000135,2016-2018,77.07,Female,5-9 years,All,All
S16000135,2016-2018,52.78,Female,30-34 years,All,All
S16000135,2016-2018,38.35,Female,45-49 years,All,All
S16000095,2016-2018,11.7,Female,75-79 years,All,All
S16000095,2016-2018,6.44,Female,85-89 years,All,All
S16000095,2016-2018,8.62,Female,80-84 years,All,All
S16000135,2016-2018,47.91,Female,35-39 years,All,All
S16000135,2016-2018,43.04,Female,40-44 years,All,All
S16000095,2016-2018,18.68,Female,65-69 years,All,All
S16000125,2016-2018,38.57,Female,45-49 years,All,All
S16000125,2016-2018,62.61,Female,20-24 years,All,All
S16000125,2016-2018,24.71,Female,60-64 years,All,All
S16000125,2016-2018,33.84,Female,50-54 years,All,All
S16000125,2016-2018,20.59,Female,65-69 years,All,All
S16000125,2016-2018,67.41,Female,15-19 years,All,All
S16000125,2016-2018,72.32,Female,10-14 years,All,All
S16000125,2016-2018,52.85,Female,30-34 years,All,All
S16000125,2016-2018,57.78,Female,25-29 years,All,All
S16000134,2016-2018,48.56,Female,35-39 years,All,All
S16000125,2016-2018,12.8,Female,75-79 years,All,All
S16000125,2016-2018,43.22,Female,40-44 years,All,All
S16000125,2016-2018,47.96,Female,35-39 years,All,All
S16000098,2014-2016,60.51,Female,20-24 years,All,All
S16000125,2016-2018,6.69,Female,85-89 years,All,All
S16000125,2016-2018,9.43,Female,80-84 years,All,All
S16000125,2016-2018,4.61,Female,90 years,All,All
S16000098,2014-2016,65.51,Female,15-19 years,All,All
S16000125,2016-2018,29.16,Female,55-59 years,All,All
S16000125,2016-2018,77.32,Female,5-9 years,All,All
S16000125,2016-2018,81.32,Female,1-4 years,All,All
S16000134,2016-2018,78.16,Female,5-9 years,All,All
S16000134,2016-2018,73.23,Female,10-14 years,All,All
S16000135,2016-2018,82.07,Female,0 years,All,All
S16000098,2014-2016,55.62,Female,25-29 years,All,All
S16000134,2016-2018,68.31,Female,15-19 years,All,All
S16000134,2016-2018,82.16,Female,1-4 years,All,All
S16000135,2016-2018,6.62,Female,85-89 years,All,All
S16000134,2016-2018,63.35,Female,20-24 years,All,All
S16000134,2016-2018,83.05,Female,0 years,All,All
S16000134,2016-2018,58.41,Female,25-29 years,All,All
S16000134,2016-2018,53.41,Female,30-34 years,All,All
S16000134,2016-2018,38.87,Female,45-49 years,All,All
S16000134,2016-2018,20.86,Female,65-69 years,All,All
S16000134,2016-2018,16.76,Female,70-74 years,All,All
S16000134,2016-2018,43.73,Female,40-44 years,All,All
S16000134,2016-2018,34.26,Female,50-54 years,All,All
S16000134,2016-2018,13.01,Female,75-79 years,All,All
S16000098,2014-2016,50.68,Female,30-34 years,All,All
S16000134,2016-2018,25.25,Female,60-64 years,All,All
S16000134,2016-2018,29.75,Female,55-59 years,All,All
S16000134,2016-2018,9.67,Female,80-84 years,All,All
S16000099,2014-2016,78.5,Female,0 years,All,All
S16000099,2014-2016,45.36,Female,35-39 years,All,All
S16000097,2014-2016,42.85,Female,40-44 years,All,All
S16000099,2014-2016,54.85,Female,25-29 years,All,All
S16000099,2014-2016,40.68,Female,40-44 years,All,All
S16000099,2014-2016,69.66,Female,10-14 years,All,All
S16000095,2016-2018,69.37,Female,10-14 years,All,All
S16000099,2014-2016,50.02,Female,30-34 years,All,All
S16000097,2014-2016,28.99,Female,55-59 years,All,All
S16000097,2014-2016,47.69,Female,35-39 years,All,All
S16000097,2014-2016,38.16,Female,45-49 years,All,All
S16000097,2014-2016,62.25,Female,20-24 years,All,All
S92000003,2016-2018,4.47,Female,90 years,All,All
S92000003,2016-2018,6.44,Female,85-89 years,All,All
S92000003,2016-2018,19.79,Female,65-69 years,All,All
S92000003,2016-2018,56.59,Female,25-29 years,All,All
S92000003,2016-2018,76.37,Female,5-9 years,All,All
S92000003,2016-2018,12.23,Female,75-79 years,All,All
S92000003,2016-2018,9.1,Female,80-84 years,All,All
